title,Zip Code,website,latitude,longitude,type,Activity,Adult Club,LGBT +,price,thumbnail,description
Bar Botanico,15201,http://barbotanico.com/,40.4713683,-79.9601177,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerS_gXu5fUNmw7mU1mSheDMM8sZmfeK58aTQJXVx3PLu966IzattrKgzhCcoan0A7R-ISCJHMfz49D0gllCzfEXgKSpIJxnU0GA_kAma6h-ctgMYtspQNfideu3WVXIm-ePl5OS=s1024-v1,
Belvedere’s Ultra-Dive,15201,http://belvederesultradive.com/,40.4689441,-79.9615335,Night club,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7cXE9C8ysCg4F5bpUD7Wu23bE2qHzQ_cfG-uK0rOxZpXlu93LGKIZe0pt_gHk7Nmc82gyGuortJCPhYGGYCTpfXmMJ77cndZanpSClQQmnMWZ4QlUxcsWnsS3yI52TEvXHK64=s1024-v1,"Easygoing hangout with live music & pool. Live music, DJs & karaoke in a no-nonsense, arty space with pool tables & a full bar."
Blue Moon,15201,http://bluemoononbutler.com/,40.4788378,-79.9555158,Bar / Pub,,,1,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq38VqUKsrukZNVNRPhlV8jUAZjp9jBoNPOzOEnd8Qg37dqirWcWdRDU2cV1f3MJD0BZ2zVdjAmzu2JIEyVuMIiRfv4DtgidWz2RvhGWJS_fqLtPN79mllHNOi1gHlfGHridkBIlw=s1024-v1,"LGBT-friendly bar & drag show spot. LGBT-friendly, wood-paneled tavern offers frequent drag shows & draws a mainly gay male crowd."
Burghers Brewing Company Lawrenceville Tap House,15201,http://burgherspgh.com/,40.4655084,-79.9653805,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnkmyz7bW5f-rWGQnyv3oMAkO5AxhlZv9WyzZkRI1eg5obSYtVz3B1av-dT2cGxPVXeIpbHp3K-xZtURFFfhkFPxxzfTT2I2qeWhN8c9JmfeFjIm4ISP4l2OPpYzVfUfcU3Y8uOw=s1024-v1,"Farm-to-table burgers & shakes. Upbeat spot offering build-your-own burgers & other locally sourced fare, plus shakes & sodas."
Cheerleaders Pittsburgh,15201,http://cheerleaderspittsburgh.com/,40.4588206,-79.9707548,Night club,,,,$$,https://lh3.googleusercontent.com/p/AF1QipMSHrto_j_S32F-nI0ZwF5WqB3L_J80e2bJN9_V=s1024-v1,
Coven Brewing,15201,http://covenbrewingpgh.com/,40.477254,-79.9570836,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerddF0TMePAAjpPrhzTzHOpiSDBoFz8xZ32-TAUS5fgw9EXeE98Gv0nMFiZ9Q4-r8KLXGPOyn4t0gSuc-F04WfOvflGUGnIoduKDadPIief-u2XmEyDjegs6_jCeLfl5nRWQ1P_lw=s1024-v1,
Eleventh Hour Brewing,15201,http://www.11thhourbrews.com/,40.467035,-79.9654264,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertLcMp3XfeW-EqavdcAYCkXAtZaCgtFCiD7U1mDv_6DNk216JPUE9Jk6oGuK4nmRSQBKs79NtZSwaepJoB7AMeox4PPfy1sGrecuEFMFzSQVd0KJfGae03FBbNAD4b63UqIcsc=s1024-v1,
Hop Farm Brewing Company,15201,http://hopfarmbrewingco.com/,40.4845124,-79.9480268,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOlRgvN0AX_fBG9t5sK5dOQEixjfItNSOMUj09_XTMK1YDfFv1G4mLqj1viMZxecqNj-IS_UjFEa0Gi9hXQ8KZ0Cr-WgLqOqddxnB6S31XuIrZ2I1LygZUMUUIdudRZDCqyMO5wdXeuVc=s1024-v1,
Lolev Beer,15201,https://lolev.beer/,40.4816217,-79.9538576,Winery/ Brewery,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCOl7bkpqwuTxE89q1CkyD6NBF7GY_XkWO6I4sMUELGiRsAvPa1LXaoukucwgJIcDABZ4ZSVmqLRkPRUYmEC1LoK3L-ntV_I_zcPw4RVArI00KS6BOQ9vOKDt4u4DrU46_J3dszo5Jwac=s1024-v1,
Long Story Short,15201,https://www.cinderlands.com/locations/long-story-short,40.4665041,-79.9647863,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVYF3LEDzuPhO4uyxEgNSWs6ZDoi3D924VavF8ES3mL4vTYfycBMD_HyyhnXrLfyet6OpYpaBLgS05LDUkgKqIW6ihtbLkPEDRuMWUoG0TDDNm78CRe4_WV4QHvN5EY2XDOLjXvA=s1024-v1,Housemade brews & from-scratch plates. Elevated bar bites & house beers are served in a rustic brick-walled setting with a warm vibe.
New Amsterdam,15201,http://www.newamsterdampgh.com/,40.472149,-79.95953,Night club,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepF_E_vlw3E54x7HFPkpzkPiOIwppoa1Jr9eBxLQVdPAdvhPP1bDmLK8_81iZUQv77S7u8S41IDUazdSynKgsAMd1sB-9bZ0BmNV2GSAPoFd4jNZfQPooclEctJYkUKHhuDK4hVBQ=s1024-v1,"Bar bites, microbrews & a rooftop patio. Industrial hangout offering finger foods & lots of microbrews, plus local art & a rooftop patio bar."
Remedy Lawrenceville,15201,https://www.remedybarpgh.com/,40.4789968,-79.9555344,Bar / Pub,1,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSYeE_sb5I-KIUGyEsKNd-uXrEw6qSPrjqfdz4iUVZYkert5H-B64N_LSlPtkltyPRW0sbNIdMG9MEAm9Bdk9bySFUHoxJp99YNfj24OTYD_cJlD7RmdGh38PsTxgNeJeAdeM=s1024-v1,"Eclectic, 2-level hangout with a patio. Bar with 2 floors & a patio drawing a diverse crowd for updated pub grub, TV sports & weekend DJs."
SideQuest on 44th,15201,https://sidequestpgh.com/,40.4725388,-79.9616418,Live music venue,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprQGdp-_dlyG0zeQMkPOuA3q61dj9qj1s8Icl_n78EHx31y6fBNEtR1-TbhPioBjlkL3Pf2R_5lnv_g3RfcZVe_RA0jast2i_DLNU3nZFYYkv9Jo7I6-0cMppRHTsc9aFBs3rh=s1024-v1,"Vibrant bar & live music venue. Long-running, gay-friendly nightspot with tap beer &. a calendar of regular live music."
Spirit,15201,http://www.spiritpgh.com/,40.4786379,-79.9565781,Live music venue,,,,$,https://lh3.googleusercontent.com/p/AF1QipPsE-miasPrxu9O9W2HECaIQf3zQrBsH7RCPKj8=s1024-v1,"Hip bar, pizza parlor & event space. Trendy multilevel space with a cocktail lounge, pizzeria & a rental ballroom for events."
Take A Break Bar,15201,http://mydlowski88.wix.com/take-a-break,40.4648945,-79.9606154,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLlt8SIeOjcsvYWs1B8AIg5p10POssaz5FQ3i3XAhmzwE8pANIW1w-XVJQqV2pSOdEjujzQF4YVj_5YLHa2_TCigaLa8VLe6d7Fwxrb5ozhBBcF9HklZvmNmpsY6TjPVFWoNP_=s1024-v1,
The Brewer's Bar,15201,,40.4614603,-79.9677561,Bar / Pub,,,1,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweos2juAnL7IyNK0DKrVLwyijhJZbnMWs83AuV1YHRMpxg94d4ahzjzqwVAIHy5xzsKnFQtASB_7eDfhxZDGr9s3Rkoi3ORGhVqq8AH_IGSnKYztDf6BKMISHkySmU0uFWUMu0_N=s1024-v1,
The Goldmark,15201,http://www.thegoldmark.com/,40.4727304,-79.9591666,Bar / Pub,,,,$,https://lh3.googleusercontent.com/p/AF1QipN4A-ptLG1z0FNAxjzKSq46Un1DqSldu0a0RGui=s1024-v1,"Happening bar & dance spot with DJs. High-energy bar with a lively, brick-lined dance floor, nightly DJs & a cool vibe."
Thunderbird Café & Music Hall,15201,http://www.thunderbirdmusichall.com/,40.4693991,-79.9616095,Live music venue,,,,$$,https://lh3.googleusercontent.com/p/AF1QipNdEmw1fHWrJlRv6jcTJf5m8oO2Sq_l2DEr08xs=s1024-v1,"Bands, brews & bar food. This bi-level bar/live music venue presents touring & local bands plus bar food & craft brews."
Acacia,15203,http://acaciacocktails.com/,40.4282821,-79.9758829,Bar / Pub,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDRPhdIB7KBGqxl9WUXoQR4biBSudO4RGOJqPTDLwwGYJHeQZHwnIl2PLQiJpmeEKry-7GqlaLBq7WH3SAj4SM1lw-bKMrqQFZMNhOSsTX8mwRBq6nCtqPtIyckWtmtj8Ftgpu=s1024-v1,Chic speakeasy with inventive cocktails. Sophisticated cocktail bar with a Prohibition theme serving craft drinks in elegant glassware.
Avalon Social,15203,http://www.avalonpgh.com/,40.4289831,-79.9825388,Night club,,,,$$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepX_fA5n32Iupq9-8Vpd-Cz0zttmqfksQBD4J9Pl6Bg5MzkTjgCCwqvNC_ovc9Koht6XceGh6SzUnyD6T5TV5Ga7kf6rkcorMI9ZlrJeVD2lBzaDIvtdlEdSjGWv0gN6d7Y1kFDbg=s1024-v1,"Boisterous dance club & lounge with DJs. Upbeat nightspot with a party vibe featuring weekend DJs & live music, plus 3 bars & VIP areas."
Bar 11,15203,https://m.facebook.com/pittsburghsouthside/,40.4272542,-79.9872787,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerf6V5zq2DWWjtdejaLk_G8PSPgNefL3nxrrqxX2Mfw1qubkJn7LvqNxZR_5lx1WPstIeLUBks4glHcOwc-B491CwMmLWU_74kM2fB8E-311NytfKJmhKoRypoBdbvRgS-w-bQn=s1024-v1,
Birmingham Bridge Tavern,15203,http://birminghambridgetavern.com/,40.4245866,-79.9645328,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6IG3Lvl0FhxfIJ1YUaqdnuzSVUt_a5ztJ5WqoHxAoQWaSuD_T_-Hp8RxdtZw8jAJodut8MgyVb9deWz-wV9Ni3dbFaviuQC5h3Y1MJsgnRyjrXmIqSjOTcWYz5vnEcXNpgEr5=s1024-v1,"Cozy location for eclectic pub grub. Brick-walled tavern furnishing fare such as burgers, sandwiches, burritos & craft beer."
Brewski's,15203,,40.4287563,-79.9908592,Bar / Pub,,,,$,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXHavcIaYHDJWLW3_jOCBcIIlwb0U2JTH8k3a9zwgkgWK4rxOi1d2HZmPEzXhS0fgFqY1vHQjv95AjAcKyTyRHSDLcTltXvW0IcE9yvHALxctpGYghDMCj68SBz6dBUXb3T-iXew=s1024-v1,
